,threshold,train_dataset_accuracy,test_dataset_accuracy
0,1261.3051356004432,0.5495 (111/202),0.6296 (34/54)
0,1270.634971423209,0.5495 (111/202),0.6296 (34/54)
0,1280.033819758509,0.5495 (111/202),0.6296 (34/54)
0,1289.5021910898095,0.5495 (111/202),0.6296 (34/54)
0,1299.0405996765926,0.5495 (111/202),0.6296 (34/54)
0,1308.6495635823173,0.5495 (111/202),0.6296 (34/54)
0,1318.329604702543,0.5495 (111/202),0.6296 (34/54)
0,1328.081248793258,0.5495 (111/202),0.6296 (34/54)
0,1337.9050254994738,0.5495 (111/202),0.6296 (34/54)
0,1347.8014683839478,0.5495 (111/202),0.6296 (34/54)
0,1357.7711149562017,0.5495 (111/202),0.6296 (34/54)
0,1367.8145067016985,0.5495 (111/202),0.6296 (34/54)
0,1377.9321891112363,0.5495 (111/202),0.6296 (34/54)
0,1388.1247117106145,0.5495 (111/202),0.6296 (34/54)
0,1398.3926280904357,0.5495 (111/202),0.6296 (34/54)
0,1408.736495936212,0.5495 (111/202),0.6296 (34/54)
0,1419.1568770586387,0.5495 (111/202),0.6296 (34/54)
0,1429.6543374240903,0.5495 (111/202),0.6296 (34/54)
0,1440.2294471854009,0.5495 (111/202),0.6296 (34/54)
0,1450.8827807127839,0.5495 (111/202),0.6296 (34/54)
0,1461.61491662507,0.5495 (111/202),0.6296 (34/54)
0,1472.4264378211155,0.5495 (111/202),0.6296 (34/54)
0,1483.317931511444,0.5495 (111/202),0.6296 (34/54)
0,1494.2899892501814,0.5495 (111/202),0.6296 (34/54)
0,1505.3432069671378,0.5495 (111/202),0.6296 (34/54)
0,1516.4781850002157,0.5495 (111/202),0.6296 (34/54)
0,1527.6955281279993,0.5495 (111/202),0.6296 (34/54)
0,1538.9958456025831,0.5495 (111/202),0.6296 (34/54)
0,1550.3797511827054,0.5495 (111/202),0.6296 (34/54)
0,1561.8478631670346,0.5495 (111/202),0.6296 (34/54)
0,1573.400804427794,0.5495 (111/202),0.6296 (34/54)
0,1585.0392024445746,0.5495 (111/202),0.6296 (34/54)
0,1596.763689338395,0.5495 (111/202),0.6296 (34/54)
0,1608.5749019060797,0.5495 (111/202),0.6296 (34/54)
0,1620.4734816547948,0.5495 (111/202),0.6296 (34/54)
0,1632.4600748369337,0.5495 (111/202),0.6296 (34/54)
0,1644.5353324852003,0.5495 (111/202),0.6296 (34/54)
0,1656.699910447947,0.5495 (111/202),0.6296 (34/54)
0,1668.9544694248443,0.5495 (111/202),0.6296 (34/54)
0,1681.29967500271,0.5495 (111/202),0.6296 (34/54)
0,1693.7361976917082,0.5495 (111/202),0.6296 (34/54)
0,1706.264712961747,0.5495 (111/202),0.6296 (34/54)
0,1718.885901279143,0.5495 (111/202),0.6296 (34/54)
0,1731.60044814363,0.5495 (111/202),0.6296 (34/54)
0,1744.409044125535,0.5495 (111/202),0.6296 (34/54)
0,1757.3123849033332,0.5495 (111/202),0.6296 (34/54)
0,1770.3111713014123,0.5495 (111/202),0.6296 (34/54)
0,1783.4061093281157,0.5495 (111/202),0.6296 (34/54)
0,1796.597910214138,0.5495 (111/202),0.6296 (34/54)
0,1809.8872904510959,0.5495 (111/202),0.6296 (34/54)
0,1823.2749718304958,0.5495 (111/202),0.6296 (34/54)
0,1836.7616814829132,0.5495 (111/202),0.6296 (34/54)
0,1850.3481519174643,0.5495 (111/202),0.6296 (34/54)
0,1864.0351210616434,0.5495 (111/202),0.6296 (34/54)
0,1877.8233323013412,0.5495 (111/202),0.6296 (34/54)
0,1891.7135345212748,0.5495 (111/202),0.6296 (34/54)
0,1905.7064821456381,0.5495 (111/202),0.6296 (34/54)
0,1919.8029351790553,0.5495 (111/202),0.6296 (34/54)
0,1934.0036592479048,0.5495 (111/202),0.6296 (34/54)
0,1948.3094256418801,0.5495 (111/202),0.6296 (34/54)
0,1962.7210113558579,0.5495 (111/202),0.6296 (34/54)
0,1977.2391991321538,0.5495 (111/202),0.6296 (34/54)
0,1991.8647775029722,0.5495 (111/202),0.6296 (34/54)
0,2006.5985408332913,0.5495 (111/202),0.6296 (34/54)
0,2021.4412893639824,0.5495 (111/202),0.6296 (34/54)
0,2036.3938292552498,0.5495 (111/202),0.6296 (34/54)
0,2051.4569726304735,0.5495 (111/202),0.6296 (34/54)
0,2066.6315376202524,0.5495 (111/202),0.6296 (34/54)
0,2081.918348406897,0.5495 (111/202),0.6296 (34/54)
0,2097.3182352691706,0.5495 (111/202),0.6296 (34/54)
0,2112.8320346273563,0.5495 (111/202),0.6296 (34/54)
0,2128.460589088748,0.5495 (111/202),0.6296 (34/54)
0,2144.2047474933456,0.5495 (111/202),0.6296 (34/54)
0,2160.065364960018,0.5495 (111/202),0.6296 (34/54)
0,2176.0433029329233,0.5495 (111/202),0.6296 (34/54)
0,2192.13942922827,0.5495 (111/202),0.6296 (34/54)
0,2208.3546180815097,0.5495 (111/202),0.6296 (34/54)
0,2224.6897501947547,0.5495 (111/202),0.6296 (34/54)
0,2241.1457127846684,0.5495 (111/202),0.6296 (34/54)
0,2257.723399630631,0.5495 (111/202),0.6296 (34/54)
0,2274.4237111232524,0.5495 (111/202),0.6296 (34/54)
0,2291.247554313343,0.5495 (111/202),0.6296 (34/54)
0,2308.1958429611022,0.5495 (111/202),0.6296 (34/54)
0,2325.2694975858144,0.5495 (111/202),0.6296 (34/54)
0,2342.4694455158174,0.5495 (111/202),0.6296 (34/54)
0,2359.79662093884,0.5495 (111/202),0.6296 (34/54)
0,2377.251964952807,0.5495 (111/202),0.6296 (34/54)
0,2394.836425616879,0.5495 (111/202),0.6296 (34/54)
0,2412.550958003008,0.5495 (111/202),0.6296 (34/54)
0,2430.3965242477866,0.5495 (111/202),0.6296 (34/54)
0,2448.374093604672,0.5495 (111/202),0.6296 (34/54)
0,2466.4846424967,0.5495 (111/202),0.6296 (34/54)
0,2484.729154569437,0.5495 (111/202),0.6296 (34/54)
0,2503.1086207444773,0.5495 (111/202),0.6296 (34/54)
0,2521.624039273231,0.5495 (111/202),0.6296 (34/54)
0,2540.2764157911142,0.5495 (111/202),0.6296 (34/54)
0,2559.066763372238,0.5495 (111/202),0.6296 (34/54)
0,2577.99610258435,0.5495 (111/202),0.6296 (34/54)
0,2597.0654615443386,0.5495 (111/202),0.6296 (34/54)
0,2616.2758759740423,0.5495 (111/202),0.6296 (34/54)
0,2635.6283892564693,0.5495 (111/202),0.6296 (34/54)
0,2655.124052492544,0.5495 (111/202),0.6296 (34/54)
0,2674.7639245581086,0.5495 (111/202),0.6296 (34/54)
0,2694.5490721615106,0.5495 (111/202),0.6296 (34/54)
0,2714.480569901508,0.5495 (111/202),0.6296 (34/54)
0,2734.559500325598,0.5495 (111/202),0.6296 (34/54)
0,2754.786953988895,0.5495 (111/202),0.6296 (34/54)
0,2775.1640295132715,0.5495 (111/202),0.6296 (34/54)
0,2795.6918336471053,0.5495 (111/202),0.6296 (34/54)
0,2816.371481325359,0.5495 (111/202),0.6296 (34/54)
0,2837.2040957301015,0.5495 (111/202),0.6296 (34/54)
0,2858.1908083515914,0.5495 (111/202),0.6296 (34/54)
0,2879.332759049639,0.5495 (111/202),0.6296 (34/54)
0,2900.631096115599,0.5495 (111/202),0.6296 (34/54)
0,2922.0869763347027,0.5495 (111/202),0.6296 (34/54)
0,2943.7015650488497,0.5495 (111/202),0.6296 (34/54)
0,2965.4760362199754,0.5495 (111/202),0.6296 (34/54)
0,2987.411572493776,0.5495 (111/202),0.6296 (34/54)
0,3009.509365263905,0.5495 (111/202),0.6296 (34/54)
0,3031.7706147367676,0.5495 (111/202),0.6296 (34/54)
0,3054.1965299966105,0.5495 (111/202),0.6296 (34/54)
0,3076.7883290712766,0.5495 (111/202),0.6296 (34/54)
0,3099.5472389983242,0.5495 (111/202),0.6296 (34/54)
0,3122.4744958916335,0.5495 (111/202),0.6296 (34/54)
0,3145.5713450086323,0.5495 (111/202),0.6296 (34/54)
0,3168.839040817828,0.5495 (111/202),0.6296 (34/54)
0,3192.2788470670325,0.5495 (111/202),0.6296 (34/54)
0,3215.892036851963,0.5495 (111/202),0.6296 (34/54)
0,3239.6798926853457,0.5495 (111/202),0.6296 (34/54)
0,3263.6437065666696,0.5495 (111/202),0.6296 (34/54)
0,3287.78478005225,0.5495 (111/202),0.6296 (34/54)
0,3312.1044243260153,0.5495 (111/202),0.6296 (34/54)
0,3336.603960270682,0.5495 (111/202),0.6296 (34/54)
0,3361.2847185394544,0.5495 (111/202),0.6296 (34/54)
0,3386.148039628394,0.5495 (111/202),0.6296 (34/54)
0,3411.1952739491157,0.5495 (111/202),0.6296 (34/54)
0,3436.4277819022286,0.5495 (111/202),0.6296 (34/54)
0,3461.846933951185,0.5495 (111/202),0.6296 (34/54)
0,3487.4541106966713,0.5495 (111/202),0.6296 (34/54)
0,3513.250702951692,0.5495 (111/202),0.6296 (34/54)
0,3539.2381118169956,0.5495 (111/202),0.6296 (34/54)
0,3565.4177487572742,0.5495 (111/202),0.6296 (34/54)
0,3591.791035677781,0.5495 (111/202),0.6296 (34/54)
0,3618.3594050015163,0.5495 (111/202),0.6296 (34/54)
0,3645.1242997471268,0.5495 (111/202),0.6296 (34/54)
0,3672.0871736071663,0.5495 (111/202),0.6296 (34/54)
0,3699.249491027154,0.5495 (111/202),0.6296 (34/54)
0,3726.612727285066,0.5495 (111/202),0.6296 (34/54)
0,3754.1783685714213,0.5495 (111/202),0.6296 (34/54)
0,3781.9479120701053,0.5495 (111/202),0.6296 (34/54)
0,3809.9228660395656,0.5495 (111/202),0.6296 (34/54)
0,3838.1047498948387,0.5495 (111/202),0.6296 (34/54)
0,3866.4950942900273,0.5495 (111/202),0.6296 (34/54)
0,3895.09544120139,0.5495 (111/202),0.6296 (34/54)
0,3923.907344011199,0.5495 (111/202),0.6296 (34/54)
0,3952.9323675919854,0.5495 (111/202),0.6296 (34/54)
0,3982.1720883916423,0.5495 (111/202),0.6296 (34/54)
0,4011.628094519001,0.5495 (111/202),0.6296 (34/54)
0,4041.301985830036,0.5495 (111/202),0.6296 (34/54)
0,4071.1953740148733,0.5495 (111/202),0.6296 (34/54)
0,4101.3098826851965,0.5495 (111/202),0.6296 (34/54)
0,4131.647147462545,0.5495 (111/202),0.6296 (34/54)
0,4162.208816067102,0.5495 (111/202),0.6296 (34/54)
0,4192.9965484071345,0.5495 (111/202),0.6296 (34/54)
0,4224.0120166692695,0.5495 (111/202),0.6296 (34/54)
0,4255.256905409181,0.5495 (111/202),0.6296 (34/54)
0,4286.732911643199,0.5495 (111/202),0.6296 (34/54)
0,4318.441744940435,0.5495 (111/202),0.6296 (34/54)
0,4350.385127515574,0.5495 (111/202),0.6296 (34/54)
0,4382.564794322546,0.5495 (111/202),0.6296 (34/54)
0,4414.98249314861,0.5495 (111/202),0.6296 (34/54)
0,4447.639984709408,0.5495 (111/202),0.6296 (34/54)
0,4480.539042744541,0.5495 (111/202),0.6296 (34/54)
0,4513.6814541138565,0.5495 (111/202),0.6296 (34/54)
0,4547.069018894601,0.5495 (111/202),0.6296 (34/54)
0,4580.70355047914,0.5495 (111/202),0.6296 (34/54)
0,4614.5868756733935,0.5495 (111/202),0.6296 (34/54)
0,4648.7208347961805,0.5495 (111/202),0.6296 (34/54)
0,4683.107281779029,0.5495 (111/202),0.6296 (34/54)
0,4717.748084267,0.5495 (111/202),0.6296 (34/54)
0,4752.645123720066,0.5495 (111/202),0.6296 (34/54)
0,4787.800295515247,0.5495 (111/202),0.6296 (34/54)
0,4823.215509049684,0.5495 (111/202),0.6296 (34/54)
0,4858.892687844195,0.5495 (111/202),0.6296 (34/54)
0,4894.833769647881,0.5495 (111/202),0.6296 (34/54)
0,4931.040706543314,0.5495 (111/202),0.6296 (34/54)
0,4967.515465052502,0.5495 (111/202),0.6296 (34/54)
0,5004.260026243837,0.5495 (111/202),0.6296 (34/54)
0,5041.276385839534,0.5495 (111/202),0.6296 (34/54)
0,5078.566554324164,0.5495 (111/202),0.6296 (34/54)
0,5116.132557053793,0.5495 (111/202),0.6296 (34/54)
0,5153.97643436592,0.5495 (111/202),0.6296 (34/54)
0,5192.100241690445,0.5495 (111/202),0.6296 (34/54)
0,5230.506049661134,0.5495 (111/202),0.6296 (34/54)
0,5269.195944228234,0.5495 (111/202),0.6296 (34/54)
0,5308.1720267717,0.5495 (111/202),0.6296 (34/54)
0,5347.436414215269,0.5495 (111/202),0.6296 (34/54)
0,5386.991239141583,0.5495 (111/202),0.6296 (34/54)
0,5426.838649907847,0.5495 (111/202),0.6296 (34/54)
0,5466.980810762664,0.5495 (111/202),0.6296 (34/54)
0,5507.419901963522,0.5495 (111/202),0.6296 (34/54)
0,5548.158119895134,0.5495 (111/202),0.6296 (34/54)
0,5589.1976771889,0.5495 (111/202),0.6296 (34/54)
0,5630.540802842895,0.5495 (111/202),0.6296 (34/54)
0,5672.18974234309,0.5495 (111/202),0.6296 (34/54)
0,5714.146757785253,0.5495 (111/202),0.6296 (34/54)
0,5756.414127997733,0.5495 (111/202),0.6296 (34/54)
0,5798.994148665398,0.5495 (111/202),0.6296 (34/54)
0,5841.889132454133,0.5495 (111/202),0.6296 (34/54)
0,5885.1014091366105,0.5495 (111/202),0.6296 (34/54)
0,5928.633325718767,0.5495 (111/202),0.6296 (34/54)
0,5972.487246567192,0.5495 (111/202),0.6296 (34/54)
0,6016.665553537726,0.5495 (111/202),0.6296 (34/54)
0,6061.170646104621,0.5495 (111/202),0.6296 (34/54)
0,6106.0049414910445,0.5495 (111/202),0.6296 (34/54)
0,6151.170874800292,0.5495 (111/202),0.6296 (34/54)
0,6196.670899147965,0.5495 (111/202),0.6296 (34/54)
0,6242.507485795392,0.5495 (111/202),0.6296 (34/54)
0,6288.6831242836415,0.5495 (111/202),0.6296 (34/54)
0,6335.20032256892,0.5495 (111/202),0.6296 (34/54)
0,6382.061607158708,0.5495 (111/202),0.6296 (34/54)
0,6429.269523248911,0.5495 (111/202),0.6296 (34/54)
0,6476.826634862275,0.5495 (111/202),0.6296 (34/54)
0,6524.735524987435,0.5495 (111/202),0.6296 (34/54)
0,6572.998795719399,0.5495 (111/202),0.6296 (34/54)
0,6621.619068400792,0.5495 (111/202),0.6296 (34/54)
0,6670.598983764147,0.5495 (111/202),0.6296 (34/54)
0,6719.941202075528,0.5495 (111/202),0.6296 (34/54)
0,6769.648403278795,0.5495 (111/202),0.6296 (34/54)
0,6819.7232871413535,0.5495 (111/202),0.6296 (34/54)
0,6870.168573400708,0.5495 (111/202),0.6296 (34/54)
0,6920.987001912093,0.5495 (111/202),0.6296 (34/54)
0,6972.181332797456,0.5495 (111/202),0.6296 (34/54)
0,7023.754346595281,0.5495 (111/202),0.6296 (34/54)
0,7075.708844411527,0.5495 (111/202),0.6296 (34/54)
0,7128.047648071961,0.5495 (111/202),0.6296 (34/54)
0,7180.773600275196,0.5495 (111/202),0.6296 (34/54)
0,7233.889564747287,0.5495 (111/202),0.6296 (34/54)
0,7287.398426397184,0.5495 (111/202),0.6296 (34/54)
0,7341.303091473334,0.5495 (111/202),0.6296 (34/54)
0,7395.6064877217295,0.5495 (111/202),0.6296 (34/54)
0,7450.311564544698,0.5495 (111/202),0.6296 (34/54)
0,7505.421293161291,0.5495 (111/202),0.6296 (34/54)
0,7560.938666768583,0.5495 (111/202),0.6296 (34/54)
0,7616.8667007041395,0.5495 (111/202),0.6296 (34/54)
0,7673.208432610013,0.5495 (111/202),0.6296 (34/54)
0,7729.966922597477,0.5495 (111/202),0.6296 (34/54)
0,7787.145253413448,0.5495 (111/202),0.6296 (34/54)
0,7844.74653060783,0.5495 (111/202),0.6296 (34/54)
0,7902.7738827020885,0.5495 (111/202),0.6296 (34/54)
0,7961.230461359396,0.5495 (111/202),0.6296 (34/54)
0,8020.119441555554,0.5495 (111/202),0.6296 (34/54)
0,8079.444021751658,0.5495 (111/202),0.6296 (34/54)
0,8139.207424067726,0.5495 (111/202),0.6296 (34/54)
0,8199.4128944576,0.5495 (111/202),0.6296 (34/54)
0,8260.06370288548,0.5495 (111/202),0.6296 (34/54)
0,8321.16314350325,0.5495 (111/202),0.6296 (34/54)
0,8382.714534829647,0.5495 (111/202),0.6296 (34/54)
0,8444.721219930383,0.5495 (111/202),0.6296 (34/54)
0,8507.186566599625,0.5495 (111/202),0.6296 (34/54)
0,8570.113967543151,0.5495 (111/202),0.6296 (34/54)
0,8633.50684056234,0.5495 (111/202),0.6296 (34/54)
0,8697.36862874005,0.5495 (111/202),0.6296 (34/54)
0,8761.70280062752,0.5495 (111/202),0.6296 (34/54)
0,8826.512850432642,0.5495 (111/202),0.6296 (34/54)
0,8891.802298210014,0.5495 (111/202),0.6296 (34/54)
0,8957.574690051819,0.5495 (111/202),0.6296 (34/54)
0,9023.833598280684,0.5495 (111/202),0.6296 (34/54)
0,9090.582621643603,0.5495 (111/202),0.6296 (34/54)
0,9157.82538550728,0.5495 (111/202),0.6296 (34/54)
0,9225.565542055294,0.5495 (111/202),0.6296 (34/54)
0,9293.806770486168,0.5495 (111/202),0.6296 (34/54)
0,9362.552777213452,0.5495 (111/202),0.6296 (34/54)
0,9431.80729606693,0.5495 (111/202),0.6296 (34/54)
0,9501.574088495297,0.5495 (111/202),0.6296 (34/54)
0,9571.856943770723,0.5495 (111/202),0.6296 (34/54)
0,9642.659679194352,0.5495 (111/202),0.6296 (34/54)
0,9713.986140303909,0.5495 (111/202),0.6296 (34/54)
0,9785.840201082441,0.5495 (111/202),0.6296 (34/54)
0,9858.225764168616,0.5495 (111/202),0.6296 (34/54)
0,9931.146761068958,0.5495 (111/202),0.6296 (34/54)
0,10004.607152371065,0.5495 (111/202),0.6296 (34/54)
0,10078.610927959005,0.5495 (111/202),0.6296 (34/54)
0,10153.162107229897,0.5495 (111/202),0.6296 (34/54)
0,10228.264739312091,0.5495 (111/202),0.6296 (34/54)
0,10303.922903285345,0.5495 (111/202),0.6296 (34/54)
0,10380.140708402248,0.5495 (111/202),0.6296 (34/54)
0,10456.922294311276,0.5495 (111/202),0.6296 (34/54)
0,10534.271831281927,0.5495 (111/202),0.6296 (34/54)
0,10612.19352043089,0.5495 (111/202),0.6296 (34/54)
0,10690.691593950512,0.5495 (111/202),0.6296 (34/54)
0,10769.770315338541,0.5495 (111/202),0.6296 (34/54)
0,10849.433979629555,0.5495 (111/202),0.6296 (34/54)
0,10929.686913628551,0.5495 (111/202),0.6296 (34/54)
0,11010.533476145594,0.5495 (111/202),0.6296 (34/54)
0,11091.978058232864,0.5495 (111/202),0.6296 (34/54)
0,11174.025083423028,0.5495 (111/202),0.6296 (34/54)
0,11256.679007969347,0.5495 (111/202),0.6296 (34/54)
0,11339.944321088042,0.5495 (111/202),0.6296 (34/54)
0,11423.82554520174,0.5495 (111/202),0.6296 (34/54)
0,11508.32723618543,0.5495 (111/202),0.6296 (34/54)
0,11593.453983613777,0.5495 (111/202),0.6296 (34/54)
0,11679.210411010243,0.5495 (111/202),0.6296 (34/54)
0,11765.601176098542,0.5495 (111/202),0.6296 (34/54)
0,11852.630971055243,0.5495 (111/202),0.6296 (34/54)
0,11940.304522764944,0.5495 (111/202),0.6296 (34/54)
0,12028.626593076864,0.5495 (111/202),0.6296 (34/54)
0,12117.60197906333,0.5495 (111/202),0.6296 (34/54)
0,12207.23551328067,0.5495 (111/202),0.6296 (34/54)
0,12297.532064031277,0.5495 (111/202),0.6296 (34/54)
0,12388.496535628383,0.5495 (111/202),0.6296 (34/54)
0,12480.133868662278,0.5495 (111/202),0.6296 (34/54)
0,12572.449040268497,0.5495 (111/202),0.6296 (34/54)
0,12665.447064398497,0.5495 (111/202),0.6296 (34/54)
0,12759.132992091574,0.5495 (111/202),0.6296 (34/54)
0,12853.511911749569,0.5495 (111/202),0.6296 (34/54)
0,12948.588949413073,0.5495 (111/202),0.6296 (34/54)
0,13044.369269039691,0.5495 (111/202),0.6296 (34/54)
0,13140.858072784873,0.5495 (111/202),0.6296 (34/54)
0,13238.060601284042,0.5495 (111/202),0.6296 (34/54)
0,13335.982133937605,0.5495 (111/202),0.6296 (34/54)
0,13434.627989197535,0.5495 (111/202),0.6296 (34/54)
0,13534.003524856065,0.5495 (111/202),0.6296 (34/54)
0,13634.114138337078,0.5495 (111/202),0.6296 (34/54)
0,13734.965266988815,0.5495 (111/202),0.6296 (34/54)
0,13836.562388379582,0.5495 (111/202),0.6296 (34/54)
0,13938.911020595098,0.5495 (111/202),0.6296 (34/54)
0,14042.01672253802,0.5495 (111/202),0.6296 (34/54)
0,14145.885094230265,0.5495 (111/202),0.6296 (34/54)
0,14250.521777116719,0.5495 (111/202),0.6296 (34/54)
0,14355.932454372034,0.5495 (111/202),0.6296 (34/54)
0,14462.122851209133,0.5495 (111/202),0.6296 (34/54)
0,14569.098735189991,0.5495 (111/202),0.6296 (34/54)
0,14676.865916539298,0.5495 (111/202),0.6296 (34/54)
0,14785.430248459561,0.5495 (111/202),0.6296 (34/54)
0,14894.797627449432,0.5495 (111/202),0.6296 (34/54)
0,15004.973993623784,0.5495 (111/202),0.6296 (34/54)
0,15115.965331036152,0.5495 (111/202),0.6296 (34/54)
0,15227.777668004184,0.5495 (111/202),0.6296 (34/54)
0,15340.417077436563,0.5495 (111/202),0.6296 (34/54)
0,15453.889677163277,0.5495 (111/202),0.6296 (34/54)
0,15568.20163026772,0.5495 (111/202),0.6296 (34/54)
0,15683.359145421235,0.5495 (111/202),0.6296 (34/54)
0,15799.36847722071,0.5495 (111/202),0.6296 (34/54)
0,15916.2359265281,0.5495 (111/202),0.6296 (34/54)
0,16033.967840812446,0.5495 (111/202),0.6296 (34/54)
0,16152.570614495085,0.5495 (111/202),0.6296 (34/54)
0,16272.050689296439,0.5495 (111/202),0.6296 (34/54)
0,16392.414554586332,0.5495 (111/202),0.6296 (34/54)
0,16513.66874773626,0.5495 (111/202),0.6296 (34/54)
0,16635.819854474263,0.5495 (111/202),0.6296 (34/54)
0,16758.874509243073,0.5495 (111/202),0.6296 (34/54)
0,16882.839395559928,0.5495 (111/202),0.6296 (34/54)
0,17007.721246380042,0.5495 (111/202),0.6296 (34/54)
0,17133.526844462096,0.5495 (111/202),0.6296 (34/54)
0,17260.263022736424,0.5495 (111/202),0.6296 (34/54)
0,17387.936664676618,0.5495 (111/202),0.6296 (34/54)
0,17516.55470467283,0.5495 (111/202),0.6296 (34/54)
0,17646.1241284089,0.5495 (111/202),0.6296 (34/54)
0,17776.65197324156,0.5495 (111/202),0.6296 (34/54)
0,17908.145328582446,0.5495 (111/202),0.6296 (34/54)
0,18040.611336283637,0.5495 (111/202),0.6296 (34/54)
0,18174.05719102499,0.5495 (111/202),0.6296 (34/54)
0,18308.490140705402,0.5495 (111/202),0.6296 (34/54)
0,18443.91748683627,0.5495 (111/202),0.6296 (34/54)
0,18580.346584937823,0.5495 (111/202),0.6296 (34/54)
0,18717.784844939142,0.5495 (111/202),0.6296 (34/54)
0,18856.239731580037,0.5495 (111/202),0.6296 (34/54)
0,18995.718764816993,0.5495 (111/202),0.6296 (34/54)
0,19136.22952023139,0.5495 (111/202),0.6296 (34/54)
0,19277.779629440716,0.5495 (111/202),0.6296 (34/54)
0,19420.376780513616,0.5495 (111/202),0.6296 (34/54)
0,19564.028718386835,0.5495 (111/202),0.6296 (34/54)
0,19708.743245286412,0.5495 (111/202),0.6296 (34/54)
0,19854.528221151224,0.5495 (111/202),0.6296 (34/54)
0,20001.391564059624,0.5495 (111/202),0.6296 (34/54)
0,20149.341250660083,0.5495 (111/202),0.6296 (34/54)
0,20298.38531660377,0.5495 (111/202),0.6296 (34/54)
0,20448.531856981564,0.5495 (111/202),0.6296 (34/54)
0,20599.7890267635,0.5495 (111/202),0.6296 (34/54)
0,20752.165041241413,0.5495 (111/202),0.6296 (34/54)
0,20905.668176475745,0.5495 (111/202),0.6296 (34/54)
0,21060.306769744366,0.5495 (111/202),0.6296 (34/54)
0,21216.089219995996,0.5495 (111/202),0.6296 (34/54)
0,21373.023988306122,0.5495 (111/202),0.6296 (34/54)
0,21531.11959833629,0.5495 (111/202),0.6296 (34/54)
0,21690.384636797655,0.5495 (111/202),0.6296 (34/54)
0,21850.827753916677,0.5495 (111/202),0.6296 (34/54)
0,22012.457663905534,0.5495 (111/202),0.6296 (34/54)
0,22175.28314543516,0.5495 (111/202),0.6296 (34/54)
0,22339.313042111804,0.5495 (111/202),0.6296 (34/54)
0,22504.556262957944,0.5495 (111/202),0.6296 (34/54)
0,22671.021782895466,0.5495 (111/202),0.6296 (34/54)
0,22838.718643233762,0.5495 (111/202),0.6296 (34/54)
0,23007.655952160516,0.5495 (111/202),0.6296 (34/54)
0,23177.842885236114,0.5495 (111/202),0.6296 (34/54)
0,23349.288685892665,0.5495 (111/202),0.6296 (34/54)
0,23522.00266593528,0.5495 (111/202),0.6296 (34/54)
0,23695.9942060485,0.5495 (111/202),0.6296 (34/54)
0,23871.272756305512,0.5495 (111/202),0.6296 (34/54)
0,24047.847836681103,0.5495 (111/202),0.6296 (34/54)
0,24225.72903756933,0.5495 (111/202),0.6296 (34/54)
0,24404.92602030409,0.5495 (111/202),0.6296 (34/54)
0,24585.448517683595,0.5495 (111/202),0.6296 (34/54)
0,24767.30633449965,0.5495 (111/202),0.6296 (34/54)
0,24950.509348069427,0.5495 (111/202),0.6296 (34/54)
0,25135.06750877259,0.5495 (111/202),0.6296 (34/54)
0,25320.990840591483,0.5495 (111/202),0.6296 (34/54)
0,25508.289441655226,0.5495 (111/202),0.6296 (34/54)
0,25696.97348478891,0.5495 (111/202),0.6296 (34/54)
0,25887.05321806528,0.5495 (111/202),0.6296 (34/54)
0,26078.538965362088,0.5495 (111/202),0.6296 (34/54)
0,26271.441126922495,0.5495 (111/202),0.6296 (34/54)
0,26465.770179919622,0.5495 (111/202),0.6296 (34/54)
0,26661.536679026354,0.5495 (111/202),0.6296 (34/54)
0,26858.75125698774,0.5495 (111/202),0.6296 (34/54)
0,27057.424625199237,0.5495 (111/202),0.6296 (34/54)
0,27257.56757428819,0.5495 (111/202),0.6296 (34/54)
0,27459.190974699537,0.5495 (111/202),0.6296 (34/54)
0,27662.305777287023,0.5495 (111/202),0.6296 (34/54)
0,27866.923013907068,0.5495 (111/202),0.6296 (34/54)
0,28073.05379801875,0.5495 (111/202),0.6296 (34/54)
0,28280.709325287058,0.5495 (111/202),0.6296 (34/54)
0,28489.900874190636,0.5495 (111/202),0.6296 (34/54)
0,28700.63980663515,0.5495 (111/202),0.6296 (34/54)
0,28912.937568569476,0.5495 (111/202),0.6296 (34/54)
0,29126.805690608177,0.5495 (111/202),0.6296 (34/54)
0,29342.25578865742,0.5495 (111/202),0.6296 (34/54)
0,29559.299564545523,0.5495 (111/202),0.6296 (34/54)
0,29777.948806659355,0.5495 (111/202),0.6296 (34/54)
0,29998.21539058363,0.5495 (111/202),0.6296 (34/54)
0,30220.111279746787,0.5495 (111/202),0.6296 (34/54)
0,30443.648526070367,0.5495 (111/202),0.6296 (34/54)
0,30668.83927062324,0.5495 (111/202),0.6296 (34/54)
0,30895.695744281897,0.5495 (111/202),0.6296 (34/54)
0,31124.230268393745,0.5495 (111/202),0.6296 (34/54)
0,31354.455255447203,0.5495 (111/202),0.6296 (34/54)
0,31586.383209745498,0.5495 (111/202),0.6296 (34/54)
0,31820.026728085417,0.5495 (111/202),0.6296 (34/54)
0,32055.39850044239,0.5495 (111/202),0.6296 (34/54)
0,32292.51131065868,0.5495 (111/202),0.6296 (34/54)
0,32531.378037138653,0.5495 (111/202),0.6296 (34/54)
0,32772.01165354784,0.5495 (111/202),0.6296 (34/54)
0,33014.425229517154,0.5495 (111/202),0.6296 (34/54)
0,33258.63193135375,0.5495 (111/202),0.6296 (34/54)
0,33504.645022754994,0.5495 (111/202),0.6296 (34/54)
