,threshold,train_dataset_accuracy,test_dataset_accuracy
0,0.9414445788111414,0.7426 (150/202),0.2963 (16/54)
0,0.9484084157992164,0.7426 (150/202),0.2963 (16/54)
0,0.9554237640782246,0.7426 (150/202),0.2963 (16/54)
0,0.962491004675622,0.7426 (150/202),0.2963 (16/54)
0,0.9696105214373116,0.7426 (150/202),0.2963 (16/54)
0,0.9767827010484987,0.7277 (147/202),0.2963 (16/54)
0,0.9840079330546814,0.7277 (147/202),0.2963 (16/54)
0,0.9912866098828158,0.7277 (147/202),0.2963 (16/54)
0,0.9986191268626288,0.7277 (147/202),0.2963 (16/54)
0,1.0060058822480866,0.7277 (147/202),0.2963 (16/54)
0,1.0134472772390344,0.7277 (147/202),0.2963 (16/54)
0,1.0209437160029746,0.7277 (147/202),0.2963 (16/54)
0,1.0284956056970258,0.7277 (147/202),0.2963 (16/54)
0,1.0361033564900362,0.7277 (147/202),0.2963 (16/54)
0,1.0437673815848574,0.7277 (147/202),0.2963 (16/54)
0,1.0514880972407972,0.7277 (147/202),0.2963 (16/54)
0,1.0592659227962142,0.7277 (147/202),0.2963 (16/54)
0,1.0671012806913023,0.7277 (147/202),0.2963 (16/54)
0,1.0749945964910326,0.7277 (147/202),0.2963 (16/54)
0,1.082946298908265,0.7277 (147/202),0.2963 (16/54)
0,1.0909568198270425,0.7277 (147/202),0.2963 (16/54)
0,1.0990265943260344,0.7277 (147/202),0.2963 (16/54)
0,1.107156060702176,0.7277 (147/202),0.2963 (16/54)
0,1.1153456604944711,0.7277 (147/202),0.2963 (16/54)
0,1.1235958385079732,0.7277 (147/202),0.2963 (16/54)
0,1.1319070428379507,0.7277 (147/202),0.2963 (16/54)
0,1.1402797248942131,0.7277 (147/202),0.2963 (16/54)
0,1.1487143394256367,0.7277 (147/202),0.2963 (16/54)
0,1.1572113445448589,0.7277 (147/202),0.2963 (16/54)
0,1.1657712017531694,0.7277 (147/202),0.2963 (16/54)
0,1.1743943759655624,0.7277 (147/202),0.2963 (16/54)
0,1.1830813355359961,0.7277 (147/202),0.2963 (16/54)
0,1.1918325522828288,0.7277 (147/202),0.2963 (16/54)
0,1.2006485015144421,0.7277 (147/202),0.2963 (16/54)
0,1.2095296620550675,0.7277 (147/202),0.2963 (16/54)
0,1.2184765162707767,0.7277 (147/202),0.2963 (16/54)
0,1.2274895500956913,0.7277 (147/202),0.2963 (16/54)
0,1.2365692530583727,0.7277 (147/202),0.2963 (16/54)
0,1.2457161183084082,0.7277 (147/202),0.2963 (16/54)
0,1.2549306426432045,0.7277 (147/202),0.2963 (16/54)
0,1.2642133265349567,0.7277 (147/202),0.2963 (16/54)
0,1.2735646741578395,0.7277 (147/202),0.2963 (16/54)
0,1.2829851934153893,0.7277 (147/202),0.2963 (16/54)
0,1.2924753959680864,0.7277 (147/202),0.2963 (16/54)
0,1.302035797261156,0.7277 (147/202),0.2963 (16/54)
0,1.3116669165525487,0.7277 (147/202),0.2963 (16/54)
0,1.3213692769411525,0.7277 (147/202),0.2963 (16/54)
0,1.331143405395202,0.7277 (147/202),0.2963 (16/54)
0,1.3409898327808978,0.7277 (147/202),0.2963 (16/54)
0,1.350909093891249,0.7277 (147/202),0.2963 (16/54)
0,1.3609017274751043,0.7277 (147/202),0.2963 (16/54)
0,1.3709682762664246,0.7277 (147/202),0.2963 (16/54)
0,1.3811092870137571,0.7277 (147/202),0.2963 (16/54)
0,1.3913253105099284,0.7277 (147/202),0.2963 (16/54)
0,1.4016169016219715,0.7277 (147/202),0.2963 (16/54)
0,1.411984619321246,0.7277 (147/202),0.2963 (16/54)
0,1.4224290267138078,0.7277 (147/202),0.2963 (16/54)
0,1.4329506910709888,0.7277 (147/202),0.2963 (16/54)
0,1.4435501838602183,0.7277 (147/202),0.2963 (16/54)
0,1.4542280807760442,0.7277 (147/202),0.2963 (16/54)
0,1.464984961771412,0.7277 (147/202),0.2963 (16/54)
0,1.4758214110891619,0.7277 (147/202),0.2963 (16/54)
0,1.4867380172937579,0.7277 (147/202),0.2963 (16/54)
0,1.4977353733032661,0.7277 (147/202),0.2963 (16/54)
0,1.5088140764215408,0.7277 (147/202),0.2963 (16/54)
0,1.5199747283706773,0.7277 (147/202),0.2963 (16/54)
0,1.5312179353236917,0.7277 (147/202),0.2963 (16/54)
0,1.5425443079374397,0.7277 (147/202),0.2963 (16/54)
0,1.5539544613857972,0.7277 (147/202),0.2963 (16/54)
0,1.5654490153930527,0.7277 (147/202),0.2963 (16/54)
0,1.5770285942675801,0.7277 (147/202),0.2963 (16/54)
0,1.588693826935743,0.7277 (147/202),0.2963 (16/54)
0,1.6004453469760511,0.7277 (147/202),0.2963 (16/54)
0,1.612283792653585,0.7277 (147/202),0.2963 (16/54)
0,1.6242098069546427,0.7277 (147/202),0.2963 (16/54)
0,1.636224037621676,0.7277 (147/202),0.2963 (16/54)
0,1.6483271371884676,0.7277 (147/202),0.2963 (16/54)
0,1.6605197630155693,0.7277 (147/202),0.2963 (16/54)
0,1.6728025773260198,0.7277 (147/202),0.2963 (16/54)
0,1.6851762472412906,0.7673 (155/202),0.2963 (16/54)
0,1.6976414448175343,0.7673 (155/202),0.2963 (16/54)
0,1.7101988470820824,0.7673 (155/202),0.2963 (16/54)
0,1.7228491360702134,0.7673 (155/202),0.2963 (16/54)
0,1.7355929988622107,0.7673 (155/202),0.2963 (16/54)
0,1.7484311276206592,0.7673 (155/202),0.2963 (16/54)
0,1.7613642196280528,0.7673 (155/202),0.2963 (16/54)
0,1.7743929773246596,0.7673 (155/202),0.2963 (16/54)
0,1.7875181083466876,0.7673 (155/202),0.2963 (16/54)
0,1.8007403255646972,0.7673 (155/202),0.2963 (16/54)
0,1.8140603471223353,0.7673 (155/202),0.2963 (16/54)
0,1.8274788964753343,0.7673 (155/202),0.2963 (16/54)
0,1.840996702430804,0.7673 (155/202),0.2963 (16/54)
0,1.8546144991868294,0.7673 (155/202),0.2963 (16/54)
0,1.8683330263723243,0.7673 (155/202),0.2963 (16/54)
0,1.88215302908722,0.7673 (155/202),0.2963 (16/54)
0,1.8960752579429287,0.7673 (155/202),0.2963 (16/54)
0,1.9101004691031092,0.7673 (155/202),0.2963 (16/54)
0,1.9242294243247506,0.7673 (155/202),0.2963 (16/54)
0,1.9384628909995247,0.7673 (155/202),0.2963 (16/54)
0,1.9528016421954795,0.7673 (155/202),0.2963 (16/54)
0,1.967246456699024,0.7673 (155/202),0.2963 (16/54)
0,1.981798119057223,0.7673 (155/202),0.2963 (16/54)
0,1.9964574196204234,0.7673 (155/202),0.2963 (16/54)
0,2.0112251545851585,0.7673 (155/202),0.2963 (16/54)
0,2.0261021260374066,0.7673 (155/202),0.2963 (16/54)
0,2.0410891419961517,0.7673 (155/202),0.2963 (16/54)
0,2.056187016457266,0.7673 (155/202),0.2963 (16/54)
0,2.0713965694377365,0.7673 (155/202),0.2963 (16/54)
0,2.0867186270201787,0.7673 (155/202),0.2963 (16/54)
0,2.10215402139772,0.7673 (155/202),0.2963 (16/54)
0,2.117703590919196,0.7673 (155/202),0.2963 (16/54)
0,2.1333681801346773,0.7673 (155/202),0.2963 (16/54)
0,2.14914863984136,0.7673 (155/202),0.2963 (16/54)
0,2.1650458271297484,0.7673 (155/202),0.2963 (16/54)
0,2.1810606054302224,0.7673 (155/202),0.2963 (16/54)
0,2.197193844559927,0.7673 (155/202),0.2963 (16/54)
0,2.213446420770031,0.7673 (155/202),0.2963 (16/54)
0,2.229819216793293,0.7673 (155/202),0.2963 (16/54)
0,2.246313121892024,0.7673 (155/202),0.2963 (16/54)
0,2.262929031906381,0.7673 (155/202),0.2963 (16/54)
0,2.2796678493030185,0.7673 (155/202),0.2963 (16/54)
0,2.296530483224124,0.7673 (155/202),0.2963 (16/54)
0,2.3135178495367685,0.7673 (155/202),0.2963 (16/54)
0,2.3306308708826675,0.7673 (155/202),0.2963 (16/54)
0,2.34787047672829,0.7673 (155/202),0.2963 (16/54)
0,2.365237603415336,0.7673 (155/202),0.2963 (16/54)
0,2.382733194211609,0.7673 (155/202),0.2963 (16/54)
0,2.4003581993622243,0.7673 (155/202),0.2963 (16/54)
0,2.418113576141234,0.7277 (147/202),0.2963 (16/54)
0,2.4360002889036183,0.7277 (147/202),0.2963 (16/54)
0,2.454019309137657,0.7277 (147/202),0.2963 (16/54)
0,2.4721716155177136,0.7277 (147/202),0.2963 (16/54)
0,2.4904581939573616,0.7277 (147/202),0.2963 (16/54)
0,2.5088800376629528,0.7277 (147/202),0.2963 (16/54)
0,2.527438147187555,0.7277 (147/202),0.2963 (16/54)
0,2.5461335304852932,0.7277 (147/202),0.2963 (16/54)
0,2.564967202966112,0.7277 (147/202),0.2963 (16/54)
0,2.583940187550899,0.7277 (147/202),0.2963 (16/54)
0,2.60305351472706,0.7277 (147/202),0.2963 (16/54)
0,2.622308222604481,0.7277 (147/202),0.2963 (16/54)
0,2.64170535697193,0.7277 (147/202),0.2963 (16/54)
0,2.6612459713538286,0.7277 (147/202),0.2963 (16/54)
0,2.6809311270674896,0.7277 (147/202),0.2963 (16/54)
0,2.70076189328076,0.7277 (147/202),0.2963 (16/54)
0,2.7207393470700816,0.7277 (147/202),0.2963 (16/54)
0,2.7408645734790156,0.7277 (147/202),0.2963 (16/54)
0,2.761138665577141,0.7277 (147/202),0.2963 (16/54)
0,2.7815627245194436,0.7277 (147/202),0.2963 (16/54)
0,2.802137859606121,0.7277 (147/202),0.2963 (16/54)
0,2.8228651883428237,0.7277 (147/202),0.2963 (16/54)
0,2.8437458365013755,0.7277 (147/202),0.2963 (16/54)
0,2.864780938180882,0.7277 (147/202),0.2963 (16/54)
0,2.8859716358693523,0.7277 (147/202),0.2963 (16/54)
0,2.907319080505745,0.7277 (147/202),0.2963 (16/54)
0,2.928824431542471,0.7277 (147/202),0.2963 (16/54)
0,2.9504888570083962,0.7277 (147/202),0.2963 (16/54)
0,2.9723135335722413,0.7277 (147/202),0.2963 (16/54)
0,2.9942996466065157,0.7277 (147/202),0.2963 (16/54)
0,3.0164483902518935,0.7277 (147/202),0.2963 (16/54)
0,3.0387609674820646,0.7277 (147/202),0.2963 (16/54)
0,3.0612385901690984,0.7277 (147/202),0.2963 (16/54)
0,3.083882479149226,0.7277 (147/202),0.2963 (16/54)
0,3.1066938642891726,0.7277 (147/202),0.2963 (16/54)
0,3.129673984552952,0.7277 (147/202),0.2963 (16/54)
0,3.1528240880691483,0.7277 (147/202),0.2963 (16/54)
0,3.176145432198737,0.7277 (147/202),0.2963 (16/54)
0,3.1996392836033323,0.7277 (147/202),0.2963 (16/54)
0,3.2233069183140155,0.7277 (147/202),0.2963 (16/54)
0,3.247149621800622,0.7277 (147/202),0.2963 (16/54)
0,3.2711686890415894,0.7277 (147/202),0.2963 (16/54)
0,3.2953654245942516,0.7277 (147/202),0.2963 (16/54)
0,3.3197411426657206,0.7277 (147/202),0.2963 (16/54)
0,3.3442971671842576,0.7277 (147/202),0.2963 (16/54)
0,3.3690348318711747,0.7277 (147/202),0.2963 (16/54)
0,3.3939554803133003,0.7277 (147/202),0.2963 (16/54)
0,3.4190604660359143,0.7277 (147/202),0.2963 (16/54)
0,3.4443511525762873,0.7277 (147/202),0.2963 (16/54)
0,3.4698289135577345,0.7277 (147/202),0.2963 (16/54)
0,3.4954951327642143,0.7277 (147/202),0.2963 (16/54)
0,3.5213512042155144,0.7277 (147/202),0.2963 (16/54)
0,3.547398532242922,0.7277 (147/202),0.2963 (16/54)
0,3.5736385315655292,0.7277 (147/202),0.2963 (16/54)
0,3.600072627367061,0.7277 (147/202),0.2963 (16/54)
0,3.6267022553732757,0.7277 (147/202),0.2963 (16/54)
0,3.6535288619299746,0.7277 (147/202),0.2963 (16/54)
0,3.6805539040815125,0.7277 (147/202),0.2963 (16/54)
0,3.7077788496499635,0.7277 (147/202),0.2963 (16/54)
0,3.735205177314839,0.7277 (147/202),0.2963 (16/54)
0,3.762834376693388,0.6733 (136/202),0.2963 (16/54)
0,3.7906679484215378,0.6733 (136/202),0.2963 (16/54)
0,3.818707404235351,0.6733 (136/202),0.2963 (16/54)
0,3.8469542670531616,0.6733 (136/202),0.2963 (16/54)
0,3.8754100710582873,0.6733 (136/202),0.2963 (16/54)
0,3.9040763617823435,0.6733 (136/202),0.2963 (16/54)
0,3.93295469618922,0.6733 (136/202),0.2963 (16/54)
0,3.9620466427595984,0.6733 (136/202),0.2963 (16/54)
0,3.991353781576171,0.6733 (136/202),0.2963 (16/54)
0,4.020877704409447,0.6733 (136/202),0.2963 (16/54)
0,4.050620014804236,0.6733 (136/202),0.2963 (16/54)
0,4.080582328166699,0.6733 (136/202),0.2593 (14/54)
0,4.110766271852111,0.6733 (136/202),0.2593 (14/54)
0,4.141173485253249,0.6733 (136/202),0.2593 (14/54)
0,4.171805619889419,0.6733 (136/202),0.2593 (14/54)
0,4.202664339496187,0.6733 (136/202),0.2593 (14/54)
0,4.2337513201157,0.6733 (136/202),0.2593 (14/54)
0,4.265068250187745,0.6733 (136/202),0.2593 (14/54)
0,4.296616830641443,0.6733 (136/202),0.2593 (14/54)
0,4.328398774987633,0.6733 (136/202),0.2593 (14/54)
0,4.3604158094119665,0.6733 (136/202),0.2593 (14/54)
0,4.392669672868608,0.6733 (136/202),0.2593 (14/54)
0,4.425162117174726,0.6733 (136/202),0.2593 (14/54)
0,4.457894907105627,0.6733 (136/202),0.2593 (14/54)
0,4.490869820490595,0.6733 (136/202),0.2593 (14/54)
0,4.524088648309492,0.6733 (136/202),0.2593 (14/54)
0,4.55755319478998,0.6733 (136/202),0.2593 (14/54)
0,4.591265277505541,0.6733 (136/202),0.2593 (14/54)
0,4.625226727474198,0.6733 (136/202),0.2593 (14/54)
0,4.659439389257947,0.6733 (136/202),0.2593 (14/54)
0,4.693905121062981,0.6733 (136/202),0.2593 (14/54)
0,4.7286257948405614,0.6733 (136/202),0.2593 (14/54)
0,4.763603296388725,0.6733 (136/202),0.2593 (14/54)
0,4.798839525454698,0.6733 (136/202),0.2593 (14/54)
0,4.834336395838071,0.6733 (136/202),0.2593 (14/54)
0,4.870095835494782,0.6733 (136/202),0.2593 (14/54)
0,4.90611978664177,0.6733 (136/202),0.2593 (14/54)
0,4.942410205862503,0.6733 (136/202),0.2593 (14/54)
0,4.978969064213229,0.6733 (136/202),0.2593 (14/54)
0,5.015798347330069,0.6733 (136/202),0.2593 (14/54)
0,5.052900055536803,0.6733 (136/202),0.2593 (14/54)
0,5.090276203953557,0.6733 (136/202),0.2593 (14/54)
0,5.127928822606238,0.6733 (136/202),0.2593 (14/54)
0,5.165859956536784,0.6733 (136/202),0.2593 (14/54)
0,5.204071665914276,0.6733 (136/202),0.2593 (14/54)
0,5.242566026146773,0.6733 (136/202),0.2593 (14/54)
0,5.281345127994074,0.6733 (136/202),0.2593 (14/54)
0,5.320411077681265,0.6733 (136/202),0.2593 (14/54)
0,5.359765997013105,0.6733 (136/202),0.2593 (14/54)
0,5.399412023489311,0.6733 (136/202),0.2593 (14/54)
0,5.439351310420586,0.6733 (136/202),0.2593 (14/54)
0,5.479586027045621,0.6733 (136/202),0.2593 (14/54)
0,5.520118358648897,0.6733 (136/202),0.2593 (14/54)
0,5.560950506679368,0.6733 (136/202),0.2593 (14/54)
0,5.602084688870072,0.6733 (136/202),0.2593 (14/54)
0,5.6435231393585195,0.6733 (136/202),0.2593 (14/54)
0,5.685268108808076,0.6733 (136/202),0.2593 (14/54)
0,5.7273218645302,0.6733 (136/202),0.2593 (14/54)
0,5.769686690607569,0.6733 (136/202),0.2593 (14/54)
0,5.812364888018186,0.6733 (136/202),0.2593 (14/54)
0,5.855358774760285,0.6733 (136/202),0.2593 (14/54)
0,5.898670685978274,0.6733 (136/202),0.2593 (14/54)
0,5.942302974089554,0.6733 (136/202),0.2593 (14/54)
0,5.98625800891227,0.6733 (136/202),0.2593 (14/54)
0,6.0305381777940825,0.6733 (136/202),0.2593 (14/54)
0,6.075145885741749,0.6733 (136/202),0.2593 (14/54)
0,6.120083555551803,0.6733 (136/202),0.2593 (14/54)
0,6.1653536279421175,0.6733 (136/202),0.2593 (14/54)
0,6.21095856168452,0.6733 (136/202),0.2593 (14/54)
0,6.25690083373826,0.6733 (136/202),0.2593 (14/54)
0,6.303182939384592,0.6733 (136/202),0.2593 (14/54)
0,6.349807392362292,0.6733 (136/202),0.2593 (14/54)
0,6.39677672500417,0.6733 (136/202),0.2593 (14/54)
0,6.444093488374664,0.6733 (136/202),0.2593 (14/54)
0,6.491760252408322,0.6733 (136/202),0.2593 (14/54)
0,6.5397796060494295,0.6733 (136/202),0.2593 (14/54)
0,6.588154157392618,0.6733 (136/202),0.2593 (14/54)
0,6.6368865338245,0.6733 (136/202),0.2593 (14/54)
0,6.685979382166426,0.6733 (136/202),0.2593 (14/54)
0,6.735435368818167,0.7772 (157/202),0.2593 (14/54)
0,6.785257179902784,0.7772 (157/202),0.2593 (14/54)
0,6.835447521412507,0.7772 (157/202),0.2593 (14/54)
0,6.886009119355697,0.7772 (157/202),0.2593 (14/54)
0,6.936944719904958,0.7772 (157/202),0.2593 (14/54)
0,6.988257089546206,0.7772 (157/202),0.2593 (14/54)
0,7.039949015228983,0.7772 (157/202),0.2593 (14/54)
0,7.092023304517816,0.7772 (157/202),0.2593 (14/54)
0,7.144482785744682,0.7772 (157/202),0.2593 (14/54)
0,7.19733030816269,0.7772 (157/202),0.2593 (14/54)
0,7.250568742100746,0.7772 (157/202),0.2593 (14/54)
0,7.304200979119502,0.7772 (157/202),0.2593 (14/54)
0,7.358229932168399,0.7772 (157/202),0.2593 (14/54)
0,7.412658535743863,0.7772 (157/202),0.2593 (14/54)
0,7.467489746048743,0.7772 (157/202),0.2593 (14/54)
0,7.522726541152789,0.7772 (157/202),0.2593 (14/54)
0,7.578371921154454,0.7772 (157/202),0.2593 (14/54)
0,7.634428908343816,0.7772 (157/202),0.2593 (14/54)
0,7.690900547366785,0.7772 (157/202),0.2593 (14/54)
0,7.74778990539038,0.7772 (157/202),0.2593 (14/54)
0,7.805100072269376,0.7772 (157/202),0.2593 (14/54)
0,7.862834160714108,0.7772 (157/202),0.2593 (14/54)
0,7.920995306459523,0.7772 (157/202),0.2593 (14/54)
0,7.979586668435551,0.7772 (157/202),0.2593 (14/54)
0,8.038611428938578,0.7772 (157/202),0.2593 (14/54)
0,8.098072793804365,0.7772 (157/202),0.2593 (14/54)
0,8.157973992582134,0.7772 (157/202),0.2593 (14/54)
0,8.218318278709972,0.7772 (157/202),0.2593 (14/54)
0,8.279108929691601,0.7772 (157/202),0.2593 (14/54)
0,8.340349247274283,0.7772 (157/202),0.2593 (14/54)
0,8.402042557628226,0.7772 (157/202),0.2593 (14/54)
0,8.464192211527214,0.7772 (157/202),0.2593 (14/54)
0,8.526801584530592,0.7772 (157/202),0.2593 (14/54)
0,8.589874077166659,0.7772 (157/202),0.2593 (14/54)
0,8.653413115117273,0.7772 (157/202),0.2593 (14/54)
0,8.71742214940397,0.7772 (157/202),0.2593 (14/54)
0,8.781904656575389,0.7772 (157/202),0.2593 (14/54)
0,8.846864138896079,0.7772 (157/202),0.2593 (14/54)
0,8.912304124536782,0.7772 (157/202),0.2593 (14/54)
0,8.978228167765963,0.7772 (157/202),0.2593 (14/54)
0,9.044639849142916,0.7772 (157/202),0.2593 (14/54)
0,9.111542775712229,0.7772 (157/202),0.2593 (14/54)
0,9.178940581199665,0.7772 (157/202),0.2593 (14/54)
0,9.246836926209609,0.7772 (157/202),0.2593 (14/54)
0,9.31523549842376,0.7772 (157/202),0.2593 (14/54)
0,9.384140012801518,0.7772 (157/202),0.2593 (14/54)
0,9.453554211781693,0.7772 (157/202),0.2593 (14/54)
0,9.523481865485868,0.7772 (157/202),0.2593 (14/54)
0,9.593926771923039,0.7772 (157/202),0.2593 (14/54)
0,9.664892757195979,0.7772 (157/202),0.2593 (14/54)
0,9.73638367570903,0.7772 (157/202),0.2593 (14/54)
0,9.808403410377421,0.7772 (157/202),0.2593 (14/54)
0,9.880955872838252,0.7772 (157/202),0.2593 (14/54)
0,9.95404500366282,0.7772 (157/202),0.2593 (14/54)
0,10.027674772570732,0.7772 (157/202),0.2593 (14/54)
0,10.101849178645487,0.7772 (157/202),0.2593 (14/54)
0,10.176572250551667,0.7772 (157/202),0.2593 (14/54)
0,10.251848046753821,0.7772 (157/202),0.2593 (14/54)
0,10.327680655736778,0.7772 (157/202),0.2593 (14/54)
0,10.404074196227784,0.7772 (157/202),0.2593 (14/54)
0,10.481032817420186,0.7772 (157/202),0.2593 (14/54)
0,10.55856069919877,0.7772 (157/202),0.2593 (14/54)
0,10.636662052366864,0.7772 (157/202),0.2593 (14/54)
0,10.715341118874916,0.7376 (149/202),0.2593 (14/54)
0,10.794602172050975,0.7376 (149/202),0.2593 (14/54)
0,10.874449516832769,0.7376 (149/202),0.2593 (14/54)
0,10.954887490001497,0.7376 (149/202),0.2593 (14/54)
0,11.03592046041746,0.7376 (149/202),0.2593 (14/54)
0,11.117552829257226,0.7376 (149/202),0.2593 (14/54)
0,11.19978903025275,0.7376 (149/202),0.2593 (14/54)
0,11.282633529932172,0.7376 (149/202),0.2593 (14/54)
0,11.366090827862374,0.7376 (149/202),0.2593 (14/54)
0,11.450165456893476,0.7376 (149/202),0.2593 (14/54)
0,11.534861983404879,0.7376 (149/202),0.2593 (14/54)
0,11.620185007553376,0.7376 (149/202),0.2593 (14/54)
0,11.70613916352296,0.7376 (149/202),0.2593 (14/54)
0,11.792729119776613,0.7376 (149/202),0.2593 (14/54)
0,11.879959579309723,0.7376 (149/202),0.2593 (14/54)
0,11.967835279905616,0.7376 (149/202),0.2593 (14/54)
0,12.056360994392856,0.7376 (149/202),0.2593 (14/54)
0,12.145541530904456,0.7376 (149/202),0.2593 (14/54)
0,12.235381733139114,0.7376 (149/202),0.2593 (14/54)
0,12.325886480624142,0.7376 (149/202),0.2593 (14/54)
0,12.4170606889806,0.7376 (149/202),0.2593 (14/54)
0,12.508909310190242,0.7376 (149/202),0.2593 (14/54)
0,12.601437332864458,0.7376 (149/202),0.2593 (14/54)
0,12.694649782515322,0.7376 (149/202),0.2593 (14/54)
0,12.788551721828389,0.7376 (149/202),0.2593 (14/54)
0,12.883148250937772,0.7376 (149/202),0.2593 (14/54)
0,12.978444507703124,0.7376 (149/202),0.2593 (14/54)
0,13.074445667988659,0.7376 (149/202),0.2593 (14/54)
0,13.171156945944388,0.7376 (149/202),0.2593 (14/54)
0,13.268583594289142,0.7376 (149/202),0.2593 (14/54)
0,13.36673090459599,0.7376 (149/202),0.2593 (14/54)
0,13.4656042075796,0.7376 (149/202),0.2593 (14/54)
0,13.565208873385751,0.7376 (149/202),0.6111 (33/54)
0,13.665550311883107,0.7376 (149/202),0.6111 (33/54)
0,13.766633972956887,0.7376 (149/202),0.7778 (42/54)
0,13.86846534680497,0.7376 (149/202),0.7778 (42/54)
0,13.971049964236034,0.7376 (149/202),0.7778 (42/54)
0,14.07439339697007,0.7376 (149/202),0.7778 (42/54)
0,14.178501257940823,0.7376 (149/202),0.7778 (42/54)
0,14.283379201600768,0.7376 (149/202),0.7778 (42/54)
0,14.389032924228198,0.7376 (149/202),0.7778 (42/54)
0,14.495468164236568,0.7376 (149/202),0.7778 (42/54)
0,14.602690702486294,0.7376 (149/202),0.7778 (42/54)
0,14.710706362598554,0.7376 (149/202),0.7778 (42/54)
0,14.819521011271704,0.7376 (149/202),0.7778 (42/54)
0,14.929140558599887,0.7376 (149/202),0.7778 (42/54)
0,15.039570958394005,0.7376 (149/202),0.7778 (42/54)
0,15.150818208505212,0.7376 (149/202),0.7778 (42/54)
0,15.262888351150492,0.7376 (149/202),0.7778 (42/54)
0,15.375787473240953,0.7376 (149/202),0.7778 (42/54)
0,15.489521706712402,0.7376 (149/202),0.7778 (42/54)
0,15.604097228858357,0.7376 (149/202),0.7778 (42/54)
0,15.719520262665684,0.7376 (149/202),0.7778 (42/54)
0,15.8357970771524,0.7376 (149/202),0.7778 (42/54)
0,15.952933987708287,0.7376 (149/202),0.7778 (42/54)
0,16.070937356437874,0.7376 (149/202),0.7778 (42/54)
0,16.189813592505956,0.7376 (149/202),0.7778 (42/54)
0,16.309569152485818,0.7376 (149/202),0.7778 (42/54)
0,16.430210540709723,0.7376 (149/202),0.7778 (42/54)
0,16.551744309622325,0.7376 (149/202),0.7778 (42/54)
0,16.674177060136504,0.7376 (149/202),0.7778 (42/54)
0,16.797515441991855,0.7376 (149/202),0.7778 (42/54)
0,16.921766154116003,0.7376 (149/202),0.7778 (42/54)
0,17.04693594498824,0.7376 (149/202),0.7778 (42/54)
0,17.173031613006174,0.7376 (149/202),0.7778 (42/54)
0,17.300060006854935,0.7376 (149/202),0.7778 (42/54)
0,17.428028025879264,0.7376 (149/202),0.7778 (42/54)
0,17.55694262045804,0.7376 (149/202),0.7778 (42/54)
0,17.68681079238193,0.7376 (149/202),0.7778 (42/54)
0,17.81763959523362,0.7376 (149/202),0.7778 (42/54)
0,17.949436134770902,0.7376 (149/202),0.7778 (42/54)
0,18.082207569312757,0.7376 (149/202),0.7778 (42/54)
0,18.21596111012792,0.7376 (149/202),0.7778 (42/54)
0,18.3507040218267,0.7376 (149/202),0.7778 (42/54)
0,18.486443622755512,0.7376 (149/202),0.7778 (42/54)
0,18.623187285394305,0.7376 (149/202),0.7778 (42/54)
0,18.760942436757173,0.7129 (144/202),0.7778 (42/54)
0,18.899716558795475,0.7129 (144/202),0.7778 (42/54)
0,19.03951718880439,0.698 (141/202),0.7778 (42/54)
0,19.18035191983223,0.698 (141/202),0.7778 (42/54)
0,19.322228401092826,0.698 (141/202),0.7778 (42/54)
0,19.46515433838112,0.698 (141/202),0.7778 (42/54)
