,n_estimators,min_weight_fraction_leaf,min_samples_split,min_samples_leaf,max_samples,max_depth,bootstrap,ah,ap,train_avg_accuracy,train_avg_recall,train_avg_specificity,train_avg_f1,train_avg_precision,train_std_accuracy,train_std_recall,train_std_specificity,train_std_f1,train_std_precision,test_accuracy,test_recall,test_specificity,test_f1,test_precision,train_dataset_accuracy,test_dataset_accuracy
0,55,0.2,4,2,0.30000000000000004,3,True,0.143845,0.069519,0.37329931972789115,0.6860632183908046,0.3113704318936877,0.38896103896103895,0.3095051573312443,0.10852752274902217,0.2313809537516367,0.17284584926281787,0.17293180287144838,0.15238395533016497,0.819672131147541,1.0,0.08333333333333333,0.8990825688073394,0.8166666666666667,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,2,0.30000000000000004,3,True,0.143845,0.069519,0.4059311224489796,0.25,0.7921926910299003,0.08064516129032259,0.04807692307692308,0.0648430528354725,0.25,0.10254265529672839,0.08064516129032259,0.04807692307692308,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,4,2,0.30000000000000004,3,True,0.143845,0.069519,0.48905187074829926,0.0,0.9148006644518272,0.0,0.0,0.13236047672025536,0.0,0.046048879615483325,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,4,2,0.30000000000000004,3,True,0.143845,0.069519,0.327062074829932,0.5,0.51,0.21383647798742136,0.15104166666666666,0.08732620855037537,0.28867513459481287,0.2830194339616981,0.1573584402917837,0.11888241885951382,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,4,2,0.30000000000000004,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,2,0.30000000000000004,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.69,0.04716981132075471,0.026041666666666668,0.06946498586993699,0.25,0.23685438564654024,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,2,0.30000000000000004,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.69,0.04716981132075471,0.026041666666666668,0.06946498586993699,0.25,0.23685438564654024,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,2,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.4223001700680272,0.0,0.8015448504983389,0.0,0.0,0.12229059172652715,0.0,0.09194679877835406,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.4839498299319728,0.0,0.8969435215946844,0.0,0.0,0.1358130981199075,0.0,0.06305647840531561,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.42942176870748305,0.6549466338259442,0.3877990033222591,0.4715620275888133,0.48022030651341,0.0967483808739015,0.12915445453833435,0.11617007656797179,0.10706801069796293,0.14118261380975494,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.45291241496598644,0.0,0.861544850498339,0.0,0.0,0.1144754617151178,0.0,0.04891236843226445,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.4600340136054422,0.7343288177339902,0.3527990033222591,0.5246330205811138,0.5015744731800766,0.1034238753235919,0.08886196049255284,0.1074048265550846,0.1145481921552353,0.14602757265525637,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.3015518707482993,0.25,0.6607142857142857,0.04716981132075471,0.026041666666666668,0.09476196971630109,0.25,0.23577740857545665,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.69,0.04716981132075471,0.026041666666666668,0.06946498586993699,0.25,0.23685438564654024,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,2,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.49415391156462585,0.0,0.9326578073089701,0.0,0.0,0.12901726867083269,0.0,0.03004387226779085,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.5600552721088435,0.16428571428571428,0.8258305647840531,0.1825396825396825,0.20535714285714285,0.09093031293842485,0.1642857142857143,0.07398256299595711,0.1825396825396825,0.20535714285714288,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.47342687074829926,0.0,0.8973588039867109,0.0,0.0,0.11815310955901077,0.0,0.044439405314771696,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.3798894557823129,0.25,0.7631229235880398,0.06944444444444443,0.04032258064516129,0.0465250494260505,0.25,0.12960458923572707,0.06944444444444443,0.04032258064516129,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.327062074829932,0.47916666666666663,0.49857142857142855,0.21904481132075468,0.16354166666666667,0.10858544091367661,0.27716947282604315,0.2225440413494283,0.1623611176088632,0.13113834536473304,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.337266156462585,0.47916666666666663,0.55,0.2138364779874214,0.15699404761904762,0.09474098360057671,0.27716947282604315,0.26299556396765833,0.15735844029178372,0.12471253202423745,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,4,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.4788477891156463,0.0,0.90265780730897,0.0,0.0,0.13089098090386617,0.0,0.04534082494863468,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.42591411564625853,0.39583333333333337,0.7010797342192691,0.21726190476190477,0.1875,0.0770567966759174,0.24384791480665888,0.12467478287488207,0.1393734461186678,0.13766824723332646,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.49415391156462585,0.0,0.9326578073089701,0.0,0.0,0.12901726867083269,0.0,0.03004387226779085,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.3633078231292517,0.5076559934318555,0.4779983388704319,0.340803872053872,0.4457364341085271,0.057588575523654255,0.1859451046466443,0.14973257076922256,0.06725987241333854,0.11742501648765297,0.819672131147541,1.0,0.08333333333333333,0.8990825688073394,0.8166666666666667,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.49415391156462585,0.0,0.9326578073089701,0.0,0.0,0.12901726867083269,0.0,0.03004387226779085,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.337266156462585,0.47916666666666663,0.55,0.2138364779874214,0.15699404761904762,0.09474098360057671,0.27716947282604315,0.26299556396765833,0.15735844029178372,0.12471253202423745,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.32196003401360546,0.25,0.74,0.04716981132075471,0.026041666666666668,0.0838389260686675,0.25,0.24684678108764824,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,4,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.468218537414966,0.0,0.8915448504983388,0.0,0.0,0.11350015305360384,0.0,0.04540399515116267,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.468218537414966,0.03125,0.861544850498339,0.046875,0.09375,0.11350015305360384,0.03125,0.04891236843226445,0.046875,0.09375,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.3947704081632653,0.39583333333333337,0.6620099667774086,0.20535714285714285,0.1757142857142857,0.07116520171179166,0.24384791480665888,0.14981068928569014,0.13550657664085963,0.13244688320511094,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.4580144557823129,0.0,0.8794019933554817,0.0,0.0,0.11114726479560989,0.0,0.04252707981764339,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.4600340136054422,0.7343288177339902,0.3527990033222591,0.5246330205811138,0.5015744731800766,0.1034238753235919,0.08886196049255284,0.1074048265550846,0.1145481921552353,0.14602757265525637,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.3066539115646259,0.5,0.4385714285714286,0.21383647798742136,0.15104166666666666,0.0927626798966126,0.28867513459481287,0.2487342105199709,0.1573584402917837,0.11888241885951382,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,4,0.30000000000000004,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,1,0.4,3,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,1,0.4,3,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,1,0.4,3,True,0.143845,0.069519,0.42591411564625853,0.39583333333333337,0.7010797342192691,0.21726190476190477,0.1875,0.0770567966759174,0.24384791480665888,0.12467478287488207,0.1393734461186678,0.13766824723332646,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,2,1,0.4,3,True,0.143845,0.069519,0.3594812925170068,0.25,0.715265780730897,0.06944444444444443,0.04032258064516129,0.05043285910908293,0.25,0.1257070315985874,0.06944444444444443,0.04032258064516129,0.22950819672131148,0.04081632653061224,1.0,0.07843137254901959,1.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,2,1,0.4,3,True,0.143845,0.069519,0.3956207482993197,0.25,0.7685215946843854,0.078125,0.046296296296296294,0.06514716839606655,0.25,0.10541682109389333,0.078125,0.046296296296296294,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,2,1,0.4,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,2,1,0.4,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,1,0.4,3,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,1,0.4,3,True,0.143845,0.069519,0.48905187074829926,0.0,0.9148006644518272,0.0,0.0,0.13236047672025536,0.0,0.046048879615483325,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,4,1,0.4,3,True,0.143845,0.069519,0.4887329931972789,0.0,0.9509302325581395,0.0,0.0,0.10795490007372648,0.0,0.029282323676563717,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,4,1,0.4,3,True,0.143845,0.069519,0.39009353741496594,0.28125,0.745265780730897,0.11631944444444443,0.13407258064516128,0.056785676722009126,0.2413881297136764,0.12647901872923553,0.06963948305601242,0.08885275302185609,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,1,0.4,3,True,0.143845,0.069519,0.4212372448979592,0.39583333333333337,0.6718355481727575,0.2152605459057072,0.17307692307692307,0.0751115152001121,0.24384791480665888,0.11893907362544771,0.13186188814454972,0.11802533743283314,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,4,1,0.4,3,True,0.143845,0.069519,0.45291241496598644,0.0,0.861544850498339,0.0,0.0,0.1144754617151178,0.0,0.04891236843226445,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,4,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,4,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,1,0.4,3,True,0.143845,0.069519,0.4839498299319728,0.0,0.8969435215946844,0.0,0.0,0.1358130981199075,0.0,0.06305647840531561,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,1,0.4,3,True,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,1,0.4,3,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,1,0.4,3,True,0.143845,0.069519,0.30197704081632654,0.25,0.651827242524917,0.05102040816326531,0.028409090909090908,0.06140000838511742,0.25,0.19564900361027776,0.05102040816326531,0.028409090909090908,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,1,0.4,3,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,1,0.4,3,True,0.143845,0.069519,0.32196003401360546,0.5,0.5,0.2115533729645903,0.1484906462585034,0.0838389260686675,0.28867513459481287,0.28867513459481287,0.15516975235990008,0.11638758810854263,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,1,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,2,0.4,3,True,0.143845,0.069519,0.516156462585034,0.9568965517241379,0.15851328903654485,0.6122511261780669,0.5026063108361245,0.13027976834021518,0.04310344827586207,0.07787811635602954,0.14396426396292628,0.1418511163627445,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,2,0.4,3,True,0.143845,0.069519,0.48905187074829926,0.0,0.9148006644518272,0.0,0.0,0.13236047672025536,0.0,0.046048879615483325,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,2,0.4,3,True,0.143845,0.069519,0.5008503401360545,0.8345751231527093,0.2874418604651163,0.573012192103649,0.5032562466772993,0.1298127146179705,0.07850221919493183,0.08792809721261072,0.14089805091846028,0.15008172276972764,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,2,2,0.4,3,True,0.143845,0.069519,0.516156462585034,0.9226600985221676,0.24529900332225915,0.6076330532212886,0.5201770451770452,0.12676914554315966,0.045172709251200004,0.12325843583878161,0.13986922066333018,0.15205633013050648,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,2,2,0.4,3,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,2,2,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,2,2,0.4,3,True,0.143845,0.069519,0.337266156462585,0.47916666666666663,0.55,0.2138364779874214,0.15699404761904762,0.09474098360057671,0.27716947282604315,0.26299556396765833,0.15735844029178372,0.12471253202423745,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,2,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,2,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,2,0.4,3,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,2,0.4,3,True,0.143845,0.069519,0.48554421768707484,0.8869458128078818,0.23529900332225914,0.582822475670985,0.5104831676260247,0.11232539372974475,0.07454052785279715,0.1290786660435079,0.1289722244205217,0.14741871641574555,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
