,n_estimators,min_weight_fraction_leaf,min_samples_split,min_samples_leaf,max_samples,max_depth,bootstrap,ah,ap,train_avg_accuracy,train_avg_recall,train_avg_specificity,train_avg_f1,train_avg_precision,train_std_accuracy,train_std_recall,train_std_specificity,train_std_f1,train_std_precision,test_accuracy,test_recall,test_specificity,test_f1,test_precision,train_dataset_accuracy,test_dataset_accuracy
0,32,0.5,4,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,1,0.2,9,False,0.143845,0.069519,0.4733205782312925,0.0,0.9251162790697673,0.0,0.0,0.10406645403430649,0.0,0.04343548581285595,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,1,0.2,9,False,0.143845,0.069519,0.4733205782312925,0.0,0.9251162790697673,0.0,0.0,0.10406645403430649,0.0,0.04343548581285595,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,1,0.2,9,False,0.143845,0.069519,0.49415391156462585,0.0,0.9483720930232558,0.0,0.0,0.12408052317624894,0.0,0.037750903317403835,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,1,0.2,9,False,0.143845,0.069519,0.36447704081632654,0.4101190476190476,0.5515946843853821,0.21923053874273385,0.23529905913978494,0.04848721644441653,0.23642344621117287,0.12042650463369342,0.11161302201624418,0.09917022362369356,0.22950819672131148,0.04081632653061224,1.0,0.07843137254901959,1.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,1,0.2,9,False,0.143845,0.069519,0.31855867346938777,0.25,0.6373089700996677,0.06756756756756757,0.0390625,0.043274632661607706,0.25,0.11507106573355555,0.06756756756756757,0.0390625,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,1,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,2,0.2,9,False,0.143845,0.069519,0.44270833333333337,0.0,0.8394019933554817,0.0,0.0,0.11564747968855536,0.0,0.013878244628280315,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,2,0.2,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,2,0.2,9,False,0.143845,0.069519,0.49415391156462585,0.0,0.9483720930232558,0.0,0.0,0.12408052317624894,0.0,0.037750903317403835,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,2,2,0.2,9,False,0.143845,0.069519,0.3706420068027211,0.0,0.7245182724252491,0.0,0.0,0.0933556351502683,0.0,0.07367008068356927,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,2,2,0.2,9,False,0.143845,0.069519,0.4631164965986395,0.0,0.8894019933554818,0.0,0.0,0.11049969873112275,0.0,0.03713766141595799,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,2,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,2,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,2,0.2,9,False,0.143845,0.069519,0.516156462585034,0.9655172413793103,0.14601328903654484,0.6142564737716497,0.5007005589303726,0.13027976834021518,0.03448275862068967,0.06801123742295202,0.14451125531021802,0.14120844212703917,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,4,2,0.2,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,4,2,0.2,9,False,0.143845,0.069519,0.37329931972789115,0.625636288998358,0.35101328903654483,0.38548650058693096,0.384270747173973,0.10495071443121913,0.208371247369058,0.13373800919939033,0.14575943897059482,0.11093122809548062,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,2,0.2,9,False,0.143845,0.069519,0.4631164965986395,0.0,0.8894019933554818,0.0,0.0,0.11049969873112275,0.0,0.03713766141595799,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,4,2,0.2,9,False,0.143845,0.069519,0.31855867346938777,0.25,0.6373089700996677,0.06756756756756757,0.0390625,0.043274632661607706,0.25,0.11507106573355555,0.06756756756756757,0.0390625,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,4,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,4,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,2,0.2,9,False,0.143845,0.069519,0.516156462585034,0.9655172413793103,0.14601328903654484,0.6142564737716497,0.5007005589303726,0.13027976834021518,0.03448275862068967,0.06801123742295202,0.14451125531021802,0.14120844212703917,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,2,0.2,9,False,0.143845,0.069519,0.36447704081632654,0.39583333333333337,0.5873089700996678,0.19484029484029483,0.15196572580645162,0.04848721644441653,0.24384791480665888,0.14018433996840918,0.12259982692251278,0.10645576138335393,0.22950819672131148,0.04081632653061224,1.0,0.07843137254901959,1.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,2,0.2,9,False,0.143845,0.069519,0.390625,0.25,0.7521926910299004,0.08064516129032259,0.04807692307692308,0.06851119618543576,0.25,0.08107692591669345,0.08064516129032259,0.04807692307692308,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,2,0.2,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,2,0.2,9,False,0.143845,0.069519,0.2967687074829932,0.39583333333333337,0.5117275747508305,0.17727272727272725,0.14068100358422939,0.06032622415148962,0.24384791480665888,0.19028507789921115,0.12023278614842864,0.10690155685431786,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,2,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,4,0.2,9,False,0.143845,0.069519,0.5110544217687074,0.9226600985221676,0.23529900332225914,0.6053499481984576,0.517626024768882,0.12695153908460438,0.045172709251200004,0.1290786660435079,0.13956632174202088,0.15219050542186424,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,4,0.2,9,False,0.143845,0.069519,0.342687074829932,0.5566707717569787,0.3760132890365448,0.3482146953130973,0.3705660610554937,0.08160164518798227,0.1931433442098963,0.13289331668926693,0.11808059645773258,0.10073592028317013,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,4,0.2,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,2,4,0.2,9,False,0.143845,0.069519,0.5110544217687074,0.9226600985221676,0.23529900332225914,0.6053499481984576,0.517626024768882,0.12695153908460438,0.045172709251200004,0.1290786660435079,0.13956632174202088,0.15219050542186424,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,2,4,0.2,9,False,0.143845,0.069519,0.4733205782312925,0.0,0.9251162790697673,0.0,0.0,0.10406645403430649,0.0,0.04343548581285595,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,2,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,2,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,4,0.2,9,False,0.143845,0.069519,0.5110544217687074,0.9226600985221676,0.23529900332225914,0.6053499481984576,0.517626024768882,0.12695153908460438,0.045172709251200004,0.1290786660435079,0.13956632174202088,0.15219050542186424,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,4,4,0.2,9,False,0.143845,0.069519,0.342687074829932,0.5423850574712643,0.4117275747508305,0.32382445141065824,0.2872327277221604,0.08160164518798227,0.2055865797075437,0.164287093795681,0.13643160006579513,0.1384220175882255,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,4,4,0.2,9,False,0.143845,0.069519,0.49415391156462585,0.0,0.9483720930232558,0.0,0.0,0.12408052317624894,0.0,0.037750903317403835,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,4,0.2,9,False,0.143845,0.069519,0.41145833333333337,0.0,0.8045182724252492,0.0,0.0,0.0866888952422098,0.0,0.030325560042814007,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,4,4,0.2,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,4,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,4,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,4,0.2,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,4,0.2,9,False,0.143845,0.069519,0.4733205782312925,0.0,0.9251162790697673,0.0,0.0,0.10406645403430649,0.0,0.04343548581285595,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,4,0.2,9,False,0.143845,0.069519,0.2967687074829932,0.39583333333333337,0.5117275747508305,0.17727272727272725,0.14068100358422939,0.06032622415148962,0.24384791480665888,0.19028507789921115,0.12023278614842864,0.10690155685431786,0.22950819672131148,0.04081632653061224,1.0,0.07843137254901959,1.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,4,0.2,9,False,0.143845,0.069519,0.31855867346938777,0.25,0.6373089700996677,0.06756756756756757,0.0390625,0.043274632661607706,0.25,0.11507106573355555,0.06756756756756757,0.0390625,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,4,0.2,9,False,0.143845,0.069519,0.49415391156462585,0.0,0.9483720930232558,0.0,0.0,0.12408052317624894,0.0,0.037750903317403835,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,4,0.2,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.41145833333333337,0.0,0.8045182724252492,0.0,0.0,0.0866888952422098,0.0,0.030325560042814007,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.5008503401360545,0.8184934318555008,0.31529900332225913,0.5682391138273492,0.5080802709834968,0.12792744907686035,0.08672047978431477,0.10252815150184012,0.1398745996351461,0.15306919214823655,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.4733205782312925,0.0,0.9251162790697673,0.0,0.0,0.10406645403430649,0.0,0.04343548581285595,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,1,0.30000000000000004,9,False,0.143845,0.069519,0.4393069727891157,0.5,0.5335714285714286,0.2632191940368041,0.2162590579710145,0.13760645015760295,0.28867513459481287,0.250586726470085,0.20520312162887255,0.18318962604828004,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,1,0.30000000000000004,9,False,0.143845,0.069519,0.5008503401360545,0.8184934318555008,0.31529900332225913,0.5682391138273492,0.5080802709834968,0.12792744907686035,0.08672047978431477,0.10252815150184012,0.1398745996351461,0.15306919214823655,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,4,1,0.30000000000000004,9,False,0.143845,0.069519,0.37329931972789115,0.625636288998358,0.35101328903654483,0.38548650058693096,0.384270747173973,0.10495071443121913,0.208371247369058,0.13373800919939033,0.14575943897059482,0.11093122809548062,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,4,1,0.30000000000000004,9,False,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,1,0.30000000000000004,9,False,0.143845,0.069519,0.34980867346938777,0.25,0.6721926910299003,0.08064516129032259,0.04807692307692308,0.07298767453973426,0.25,0.09105169651190297,0.08064516129032259,0.04807692307692308,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
